model,log,alg,time
g-45-20-20-10-5--20-0-20--70--25--1,log,astar,214
g-45-20-20-10-5--20-0-20--70--25--10,log,astar,39
g-45-20-20-10-5--20-0-20--70--25--11,log,astar,132
g-45-20-20-10-5--20-0-20--70--25--12,log,astar,15
g-45-20-20-10-5--20-0-20--70--25--13,log,astar,2158
g-45-20-20-10-5--20-0-20--70--25--14,log,astar,24
g-45-20-20-10-5--20-0-20--70--25--15,log,astar,19
g-45-20-20-10-5--20-0-20--70--25--16,log,astar,19
g-45-20-20-10-5--20-0-20--70--25--17,log,astar,518
g-45-20-20-10-5--20-0-20--70--25--18,log,astar,101
g-45-20-20-10-5--20-0-20--70--25--19,log,astar,29
g-45-20-20-10-5--20-0-20--70--25--2,log,astar,20
g-45-20-20-10-5--20-0-20--70--25--20,log,astar,460
g-45-20-20-10-5--20-0-20--70--25--21,log,astar,13631
g-45-20-20-10-5--20-0-20--70--25--22,log,astar,332
g-45-20-20-10-5--20-0-20--70--25--23,log,astar,8
g-45-20-20-10-5--20-0-20--70--25--24,log,astar,16
g-45-20-20-10-5--20-0-20--70--25--25,log,astar,19
g-45-20-20-10-5--20-0-20--70--25--26,log,astar,56
g-45-20-20-10-5--20-0-20--70--25--27,log,astar,1177
g-45-20-20-10-5--20-0-20--70--25--28,log,astar,3881
g-45-20-20-10-5--20-0-20--70--25--29,log,astar,12
g-45-20-20-10-5--20-0-20--70--25--3,log,astar,3266
g-45-20-20-10-5--20-0-20--70--25--30,log,astar,430
g-45-20-20-10-5--20-0-20--70--25--4,log,astar,189
g-45-20-20-10-5--20-0-20--70--25--5,log,astar,13
g-45-20-20-10-5--20-0-20--70--25--6,log,astar,123
g-45-20-20-10-5--20-0-20--70--25--7,log,astar,9
g-45-20-20-10-5--20-0-20--70--25--8,log,astar,39
g-45-20-20-10-5--20-0-20--70--25--9,log,astar,27
g-45-20-20-10-5--20-0-20--70--50--1,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--10,log,astar,12972
g-45-20-20-10-5--20-0-20--70--50--11,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--12,log,astar,437
g-45-20-20-10-5--20-0-20--70--50--13,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--14,log,astar,37987
g-45-20-20-10-5--20-0-20--70--50--15,log,astar,52400
g-45-20-20-10-5--20-0-20--70--50--16,log,astar,5953
g-45-20-20-10-5--20-0-20--70--50--17,log,astar,78
g-45-20-20-10-5--20-0-20--70--50--18,log,astar,48418
g-45-20-20-10-5--20-0-20--70--50--19,log,astar,50
g-45-20-20-10-5--20-0-20--70--50--2,log,astar,11
g-45-20-20-10-5--20-0-20--70--50--20,log,astar,375
g-45-20-20-10-5--20-0-20--70--50--21,log,astar,391
g-45-20-20-10-5--20-0-20--70--50--22,log,astar,11
g-45-20-20-10-5--20-0-20--70--50--23,log,astar,47711
g-45-20-20-10-5--20-0-20--70--50--24,log,astar,14676
g-45-20-20-10-5--20-0-20--70--50--25,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--26,log,astar,21449
g-45-20-20-10-5--20-0-20--70--50--27,log,astar,5110
g-45-20-20-10-5--20-0-20--70--50--28,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--29,log,astar,3166
g-45-20-20-10-5--20-0-20--70--50--3,log,astar,20
g-45-20-20-10-5--20-0-20--70--50--30,log,astar,108
g-45-20-20-10-5--20-0-20--70--50--4,log,astar,564
g-45-20-20-10-5--20-0-20--70--50--5,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--6,log,astar,33
g-45-20-20-10-5--20-0-20--70--50--7,log,astar,60000
g-45-20-20-10-5--20-0-20--70--50--8,log,astar,14
g-45-20-20-10-5--20-0-20--70--50--9,log,astar,22
g-45-20-20-10-5--20-0-20--70--75--1,log,astar,1067
g-45-20-20-10-5--20-0-20--70--75--10,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--11,log,astar,37718
g-45-20-20-10-5--20-0-20--70--75--12,log,astar,56662
g-45-20-20-10-5--20-0-20--70--75--13,log,astar,19
g-45-20-20-10-5--20-0-20--70--75--14,log,astar,717
g-45-20-20-10-5--20-0-20--70--75--15,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--16,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--17,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--18,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--19,log,astar,374
g-45-20-20-10-5--20-0-20--70--75--2,log,astar,39
g-45-20-20-10-5--20-0-20--70--75--20,log,astar,36
g-45-20-20-10-5--20-0-20--70--75--21,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--22,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--23,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--24,log,astar,122
g-45-20-20-10-5--20-0-20--70--75--25,log,astar,462
g-45-20-20-10-5--20-0-20--70--75--26,log,astar,115
g-45-20-20-10-5--20-0-20--70--75--27,log,astar,78
g-45-20-20-10-5--20-0-20--70--75--28,log,astar,50297
g-45-20-20-10-5--20-0-20--70--75--29,log,astar,58218
g-45-20-20-10-5--20-0-20--70--75--3,log,astar,29869
g-45-20-20-10-5--20-0-20--70--75--30,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--4,log,astar,58
g-45-20-20-10-5--20-0-20--70--75--5,log,astar,24
g-45-20-20-10-5--20-0-20--70--75--6,log,astar,60000
g-45-20-20-10-5--20-0-20--70--75--7,log,astar,1211
g-45-20-20-10-5--20-0-20--70--75--8,log,astar,28
g-45-20-20-10-5--20-0-20--70--75--9,log,astar,60000
g-45-20-20-10-5--20-20-0--10--25--1,log,astar,997
g-45-20-20-10-5--20-20-0--10--25--10,log,astar,100
g-45-20-20-10-5--20-20-0--10--25--11,log,astar,1149
g-45-20-20-10-5--20-20-0--10--25--12,log,astar,13
g-45-20-20-10-5--20-20-0--10--25--13,log,astar,22
g-45-20-20-10-5--20-20-0--10--25--14,log,astar,30
g-45-20-20-10-5--20-20-0--10--25--15,log,astar,520
g-45-20-20-10-5--20-20-0--10--25--16,log,astar,42
g-45-20-20-10-5--20-20-0--10--25--17,log,astar,205
g-45-20-20-10-5--20-20-0--10--25--18,log,astar,35
g-45-20-20-10-5--20-20-0--10--25--19,log,astar,10
g-45-20-20-10-5--20-20-0--10--25--2,log,astar,29452
g-45-20-20-10-5--20-20-0--10--25--20,log,astar,208
g-45-20-20-10-5--20-20-0--10--25--21,log,astar,2368
g-45-20-20-10-5--20-20-0--10--25--22,log,astar,11
g-45-20-20-10-5--20-20-0--10--25--23,log,astar,15
g-45-20-20-10-5--20-20-0--10--25--24,log,astar,921
g-45-20-20-10-5--20-20-0--10--25--25,log,astar,13
g-45-20-20-10-5--20-20-0--10--25--26,log,astar,136
g-45-20-20-10-5--20-20-0--10--25--27,log,astar,49529
g-45-20-20-10-5--20-20-0--10--25--28,log,astar,47
g-45-20-20-10-5--20-20-0--10--25--29,log,astar,13
g-45-20-20-10-5--20-20-0--10--25--3,log,astar,19896
g-45-20-20-10-5--20-20-0--10--25--30,log,astar,9
g-45-20-20-10-5--20-20-0--10--25--4,log,astar,9
g-45-20-20-10-5--20-20-0--10--25--5,log,astar,35
g-45-20-20-10-5--20-20-0--10--25--6,log,astar,11
g-45-20-20-10-5--20-20-0--10--25--7,log,astar,12
g-45-20-20-10-5--20-20-0--10--25--8,log,astar,113
g-45-20-20-10-5--20-20-0--10--25--9,log,astar,507
g-45-20-20-10-5--20-20-0--10--50--1,log,astar,19
g-45-20-20-10-5--20-20-0--10--50--10,log,astar,377
g-45-20-20-10-5--20-20-0--10--50--11,log,astar,1078
g-45-20-20-10-5--20-20-0--10--50--12,log,astar,21871
g-45-20-20-10-5--20-20-0--10--50--13,log,astar,744
g-45-20-20-10-5--20-20-0--10--50--14,log,astar,20787
g-45-20-20-10-5--20-20-0--10--50--15,log,astar,16
g-45-20-20-10-5--20-20-0--10--50--16,log,astar,2098
g-45-20-20-10-5--20-20-0--10--50--17,log,astar,650
g-45-20-20-10-5--20-20-0--10--50--18,log,astar,40982
g-45-20-20-10-5--20-20-0--10--50--19,log,astar,1504
g-45-20-20-10-5--20-20-0--10--50--2,log,astar,19
g-45-20-20-10-5--20-20-0--10--50--20,log,astar,657
g-45-20-20-10-5--20-20-0--10--50--21,log,astar,37933
g-45-20-20-10-5--20-20-0--10--50--22,log,astar,26795
g-45-20-20-10-5--20-20-0--10--50--23,log,astar,40711
g-45-20-20-10-5--20-20-0--10--50--24,log,astar,2780
g-45-20-20-10-5--20-20-0--10--50--25,log,astar,2549
g-45-20-20-10-5--20-20-0--10--50--26,log,astar,14
g-45-20-20-10-5--20-20-0--10--50--27,log,astar,13
g-45-20-20-10-5--20-20-0--10--50--28,log,astar,20
g-45-20-20-10-5--20-20-0--10--50--29,log,astar,260
g-45-20-20-10-5--20-20-0--10--50--3,log,astar,1302
g-45-20-20-10-5--20-20-0--10--50--30,log,astar,14
g-45-20-20-10-5--20-20-0--10--50--4,log,astar,44901
g-45-20-20-10-5--20-20-0--10--50--5,log,astar,10
g-45-20-20-10-5--20-20-0--10--50--6,log,astar,344
g-45-20-20-10-5--20-20-0--10--50--7,log,astar,2173
g-45-20-20-10-5--20-20-0--10--50--8,log,astar,4322
g-45-20-20-10-5--20-20-0--10--50--9,log,astar,1012
g-45-20-20-10-5--20-20-0--10--75--1,log,astar,51
g-45-20-20-10-5--20-20-0--10--75--10,log,astar,3454
g-45-20-20-10-5--20-20-0--10--75--11,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--12,log,astar,39208
g-45-20-20-10-5--20-20-0--10--75--13,log,astar,18
g-45-20-20-10-5--20-20-0--10--75--14,log,astar,6179
g-45-20-20-10-5--20-20-0--10--75--15,log,astar,35205
g-45-20-20-10-5--20-20-0--10--75--16,log,astar,18
g-45-20-20-10-5--20-20-0--10--75--17,log,astar,36
g-45-20-20-10-5--20-20-0--10--75--18,log,astar,31
g-45-20-20-10-5--20-20-0--10--75--19,log,astar,23677
g-45-20-20-10-5--20-20-0--10--75--2,log,astar,44058
g-45-20-20-10-5--20-20-0--10--75--20,log,astar,22
g-45-20-20-10-5--20-20-0--10--75--21,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--22,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--23,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--24,log,astar,151
g-45-20-20-10-5--20-20-0--10--75--25,log,astar,5672
g-45-20-20-10-5--20-20-0--10--75--26,log,astar,1410
g-45-20-20-10-5--20-20-0--10--75--27,log,astar,526
g-45-20-20-10-5--20-20-0--10--75--28,log,astar,29
g-45-20-20-10-5--20-20-0--10--75--29,log,astar,1322
g-45-20-20-10-5--20-20-0--10--75--3,log,astar,390
g-45-20-20-10-5--20-20-0--10--75--30,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--4,log,astar,56054
g-45-20-20-10-5--20-20-0--10--75--5,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--6,log,astar,2994
g-45-20-20-10-5--20-20-0--10--75--7,log,astar,1458
g-45-20-20-10-5--20-20-0--10--75--8,log,astar,60000
g-45-20-20-10-5--20-20-0--10--75--9,log,astar,46
g-45-20-20-10-5--20-20-0--30--25--1,log,astar,287
g-45-20-20-10-5--20-20-0--30--25--10,log,astar,36
g-45-20-20-10-5--20-20-0--30--25--11,log,astar,110
g-45-20-20-10-5--20-20-0--30--25--12,log,astar,126
g-45-20-20-10-5--20-20-0--30--25--13,log,astar,36
g-45-20-20-10-5--20-20-0--30--25--14,log,astar,22
g-45-20-20-10-5--20-20-0--30--25--15,log,astar,23
g-45-20-20-10-5--20-20-0--30--25--16,log,astar,19
g-45-20-20-10-5--20-20-0--30--25--17,log,astar,518
g-45-20-20-10-5--20-20-0--30--25--18,log,astar,8
g-45-20-20-10-5--20-20-0--30--25--19,log,astar,145
g-45-20-20-10-5--20-20-0--30--25--2,log,astar,8
g-45-20-20-10-5--20-20-0--30--25--20,log,astar,8
g-45-20-20-10-5--20-20-0--30--25--21,log,astar,30
g-45-20-20-10-5--20-20-0--30--25--22,log,astar,37
g-45-20-20-10-5--20-20-0--30--25--23,log,astar,154
g-45-20-20-10-5--20-20-0--30--25--24,log,astar,155
g-45-20-20-10-5--20-20-0--30--25--25,log,astar,65
g-45-20-20-10-5--20-20-0--30--25--26,log,astar,684
g-45-20-20-10-5--20-20-0--30--25--27,log,astar,11
g-45-20-20-10-5--20-20-0--30--25--28,log,astar,24
g-45-20-20-10-5--20-20-0--30--25--29,log,astar,21
g-45-20-20-10-5--20-20-0--30--25--3,log,astar,12
g-45-20-20-10-5--20-20-0--30--25--30,log,astar,52
g-45-20-20-10-5--20-20-0--30--25--4,log,astar,229
g-45-20-20-10-5--20-20-0--30--25--5,log,astar,33
g-45-20-20-10-5--20-20-0--30--25--6,log,astar,7
g-45-20-20-10-5--20-20-0--30--25--7,log,astar,147
g-45-20-20-10-5--20-20-0--30--25--8,log,astar,952
g-45-20-20-10-5--20-20-0--30--25--9,log,astar,977
g-45-20-20-10-5--20-20-0--30--50--1,log,astar,1332
g-45-20-20-10-5--20-20-0--30--50--10,log,astar,84
g-45-20-20-10-5--20-20-0--30--50--11,log,astar,60000
g-45-20-20-10-5--20-20-0--30--50--12,log,astar,11
g-45-20-20-10-5--20-20-0--30--50--13,log,astar,23855
g-45-20-20-10-5--20-20-0--30--50--14,log,astar,12257
g-45-20-20-10-5--20-20-0--30--50--15,log,astar,4674
g-45-20-20-10-5--20-20-0--30--50--16,log,astar,789
g-45-20-20-10-5--20-20-0--30--50--17,log,astar,267
g-45-20-20-10-5--20-20-0--30--50--18,log,astar,890
g-45-20-20-10-5--20-20-0--30--50--19,log,astar,27930
g-45-20-20-10-5--20-20-0--30--50--2,log,astar,17
g-45-20-20-10-5--20-20-0--30--50--20,log,astar,19
g-45-20-20-10-5--20-20-0--30--50--21,log,astar,4577
g-45-20-20-10-5--20-20-0--30--50--22,log,astar,5588
g-45-20-20-10-5--20-20-0--30--50--23,log,astar,186
g-45-20-20-10-5--20-20-0--30--50--24,log,astar,4734
g-45-20-20-10-5--20-20-0--30--50--25,log,astar,4702
g-45-20-20-10-5--20-20-0--30--50--26,log,astar,138
g-45-20-20-10-5--20-20-0--30--50--27,log,astar,104
g-45-20-20-10-5--20-20-0--30--50--28,log,astar,345
g-45-20-20-10-5--20-20-0--30--50--29,log,astar,281
g-45-20-20-10-5--20-20-0--30--50--3,log,astar,2879
g-45-20-20-10-5--20-20-0--30--50--30,log,astar,6360
g-45-20-20-10-5--20-20-0--30--50--4,log,astar,51693
g-45-20-20-10-5--20-20-0--30--50--5,log,astar,60000
g-45-20-20-10-5--20-20-0--30--50--6,log,astar,5580
g-45-20-20-10-5--20-20-0--30--50--7,log,astar,1510
g-45-20-20-10-5--20-20-0--30--50--8,log,astar,2731
g-45-20-20-10-5--20-20-0--30--50--9,log,astar,74
g-45-20-20-10-5--20-20-0--30--75--1,log,astar,13974
g-45-20-20-10-5--20-20-0--30--75--10,log,astar,60000
g-45-20-20-10-5--20-20-0--30--75--11,log,astar,20
g-45-20-20-10-5--20-20-0--30--75--12,log,astar,30
g-45-20-20-10-5--20-20-0--30--75--13,log,astar,50066
g-45-20-20-10-5--20-20-0--30--75--14,log,astar,60000
g-45-20-20-10-5--20-20-0--30--75--15,log,astar,1728
g-45-20-20-10-5--20-20-0--30--75--16,log,astar,18
g-45-20-20-10-5--20-20-0--30--75--17,log,astar,4488
g-45-20-20-10-5--20-20-0--30--75--18,log,astar,31195
g-45-20-20-10-5--20-20-0--30--75--19,log,astar,23
g-45-20-20-10-5--20-20-0--30--75--2,log,astar,19
g-45-20-20-10-5--20-20-0--30--75--20,log,astar,3516
g-45-20-20-10-5--20-20-0--30--75--21,log,astar,48483
g-45-20-20-10-5--20-20-0--30--75--22,log,astar,15
g-45-20-20-10-5--20-20-0--30--75--23,log,astar,26383
g-45-20-20-10-5--20-20-0--30--75--24,log,astar,460
g-45-20-20-10-5--20-20-0--30--75--25,log,astar,20035
g-45-20-20-10-5--20-20-0--30--75--26,log,astar,21
g-45-20-20-10-5--20-20-0--30--75--27,log,astar,29
g-45-20-20-10-5--20-20-0--30--75--28,log,astar,8774
g-45-20-20-10-5--20-20-0--30--75--29,log,astar,16193
g-45-20-20-10-5--20-20-0--30--75--3,log,astar,24
g-45-20-20-10-5--20-20-0--30--75--30,log,astar,35
g-45-20-20-10-5--20-20-0--30--75--4,log,astar,1852
g-45-20-20-10-5--20-20-0--30--75--5,log,astar,19529
g-45-20-20-10-5--20-20-0--30--75--6,log,astar,32
g-45-20-20-10-5--20-20-0--30--75--7,log,astar,1653
g-45-20-20-10-5--20-20-0--30--75--8,log,astar,16
g-45-20-20-10-5--20-20-0--30--75--9,log,astar,26
g-45-20-20-10-5--20-20-0--50--25--1,log,astar,105
g-45-20-20-10-5--20-20-0--50--25--10,log,astar,123
g-45-20-20-10-5--20-20-0--50--25--11,log,astar,158
g-45-20-20-10-5--20-20-0--50--25--12,log,astar,29
g-45-20-20-10-5--20-20-0--50--25--13,log,astar,84
g-45-20-20-10-5--20-20-0--50--25--14,log,astar,130
g-45-20-20-10-5--20-20-0--50--25--15,log,astar,7
g-45-20-20-10-5--20-20-0--50--25--16,log,astar,102
g-45-20-20-10-5--20-20-0--50--25--17,log,astar,222
g-45-20-20-10-5--20-20-0--50--25--18,log,astar,1312
g-45-20-20-10-5--20-20-0--50--25--19,log,astar,77
g-45-20-20-10-5--20-20-0--50--25--2,log,astar,886
g-45-20-20-10-5--20-20-0--50--25--20,log,astar,372
g-45-20-20-10-5--20-20-0--50--25--21,log,astar,10
g-45-20-20-10-5--20-20-0--50--25--22,log,astar,7
g-45-20-20-10-5--20-20-0--50--25--23,log,astar,6
g-45-20-20-10-5--20-20-0--50--25--24,log,astar,7
g-45-20-20-10-5--20-20-0--50--25--25,log,astar,8
g-45-20-20-10-5--20-20-0--50--25--26,log,astar,1449
g-45-20-20-10-5--20-20-0--50--25--27,log,astar,6
g-45-20-20-10-5--20-20-0--50--25--28,log,astar,3528
g-45-20-20-10-5--20-20-0--50--25--29,log,astar,7
g-45-20-20-10-5--20-20-0--50--25--3,log,astar,29
g-45-20-20-10-5--20-20-0--50--25--30,log,astar,404
g-45-20-20-10-5--20-20-0--50--25--4,log,astar,61
g-45-20-20-10-5--20-20-0--50--25--5,log,astar,187
g-45-20-20-10-5--20-20-0--50--25--6,log,astar,6922
g-45-20-20-10-5--20-20-0--50--25--7,log,astar,22
g-45-20-20-10-5--20-20-0--50--25--8,log,astar,100
g-45-20-20-10-5--20-20-0--50--25--9,log,astar,19
g-45-20-20-10-5--20-20-0--50--50--1,log,astar,206
g-45-20-20-10-5--20-20-0--50--50--10,log,astar,93
g-45-20-20-10-5--20-20-0--50--50--11,log,astar,19
g-45-20-20-10-5--20-20-0--50--50--12,log,astar,60000
g-45-20-20-10-5--20-20-0--50--50--13,log,astar,2686
g-45-20-20-10-5--20-20-0--50--50--14,log,astar,5711
g-45-20-20-10-5--20-20-0--50--50--15,log,astar,8948
g-45-20-20-10-5--20-20-0--50--50--16,log,astar,39818
g-45-20-20-10-5--20-20-0--50--50--17,log,astar,21612
g-45-20-20-10-5--20-20-0--50--50--18,log,astar,1307
g-45-20-20-10-5--20-20-0--50--50--19,log,astar,60000
g-45-20-20-10-5--20-20-0--50--50--2,log,astar,125
g-45-20-20-10-5--20-20-0--50--50--20,log,astar,16
g-45-20-20-10-5--20-20-0--50--50--21,log,astar,381
g-45-20-20-10-5--20-20-0--50--50--22,log,astar,300
g-45-20-20-10-5--20-20-0--50--50--23,log,astar,16
g-45-20-20-10-5--20-20-0--50--50--24,log,astar,1241
g-45-20-20-10-5--20-20-0--50--50--25,log,astar,11
g-45-20-20-10-5--20-20-0--50--50--26,log,astar,5631
g-45-20-20-10-5--20-20-0--50--50--27,log,astar,1346
g-45-20-20-10-5--20-20-0--50--50--28,log,astar,11
g-45-20-20-10-5--20-20-0--50--50--29,log,astar,24
g-45-20-20-10-5--20-20-0--50--50--3,log,astar,1058
g-45-20-20-10-5--20-20-0--50--50--30,log,astar,34512
g-45-20-20-10-5--20-20-0--50--50--4,log,astar,12
g-45-20-20-10-5--20-20-0--50--50--5,log,astar,58479
g-45-20-20-10-5--20-20-0--50--50--6,log,astar,180
g-45-20-20-10-5--20-20-0--50--50--7,log,astar,2048
g-45-20-20-10-5--20-20-0--50--50--8,log,astar,7666
g-45-20-20-10-5--20-20-0--50--50--9,log,astar,338
g-45-20-20-10-5--20-20-0--50--75--1,log,astar,9273
g-45-20-20-10-5--20-20-0--50--75--10,log,astar,25
g-45-20-20-10-5--20-20-0--50--75--11,log,astar,41766
g-45-20-20-10-5--20-20-0--50--75--12,log,astar,3077
g-45-20-20-10-5--20-20-0--50--75--13,log,astar,60000
g-45-20-20-10-5--20-20-0--50--75--14,log,astar,60000
g-45-20-20-10-5--20-20-0--50--75--15,log,astar,32
g-45-20-20-10-5--20-20-0--50--75--16,log,astar,42
g-45-20-20-10-5--20-20-0--50--75--17,log,astar,51189
g-45-20-20-10-5--20-20-0--50--75--18,log,astar,220
g-45-20-20-10-5--20-20-0--50--75--19,log,astar,1562
g-45-20-20-10-5--20-20-0--50--75--2,log,astar,44057
g-45-20-20-10-5--20-20-0--50--75--20,log,astar,60000
g-45-20-20-10-5--20-20-0--50--75--21,log,astar,47530
g-45-20-20-10-5--20-20-0--50--75--22,log,astar,60000
g-45-20-20-10-5--20-20-0--50--75--23,log,astar,166
g-45-20-20-10-5--20-20-0--50--75--24,log,astar,2480
g-45-20-20-10-5--20-20-0--50--75--25,log,astar,34808
g-45-20-20-10-5--20-20-0--50--75--26,log,astar,268
g-45-20-20-10-5--20-20-0--50--75--27,log,astar,27670
g-45-20-20-10-5--20-20-0--50--75--28,log,astar,1455
g-45-20-20-10-5--20-20-0--50--75--29,log,astar,16
g-45-20-20-10-5--20-20-0--50--75--3,log,astar,47519
g-45-20-20-10-5--20-20-0--50--75--30,log,astar,3651
g-45-20-20-10-5--20-20-0--50--75--4,log,astar,49509
g-45-20-20-10-5--20-20-0--50--75--5,log,astar,45447
g-45-20-20-10-5--20-20-0--50--75--6,log,astar,19
g-45-20-20-10-5--20-20-0--50--75--7,log,astar,26
g-45-20-20-10-5--20-20-0--50--75--8,log,astar,21
g-45-20-20-10-5--20-20-0--50--75--9,log,astar,55277
g-45-20-20-10-5--20-20-0--70--25--1,log,astar,206
g-45-20-20-10-5--20-20-0--70--25--10,log,astar,2210
g-45-20-20-10-5--20-20-0--70--25--11,log,astar,11
g-45-20-20-10-5--20-20-0--70--25--12,log,astar,29
g-45-20-20-10-5--20-20-0--70--25--13,log,astar,45
g-45-20-20-10-5--20-20-0--70--25--14,log,astar,7
g-45-20-20-10-5--20-20-0--70--25--15,log,astar,634
g-45-20-20-10-5--20-20-0--70--25--16,log,astar,171
g-45-20-20-10-5--20-20-0--70--25--17,log,astar,10
g-45-20-20-10-5--20-20-0--70--25--18,log,astar,8
g-45-20-20-10-5--20-20-0--70--25--19,log,astar,16
g-45-20-20-10-5--20-20-0--70--25--2,log,astar,48
g-45-20-20-10-5--20-20-0--70--25--20,log,astar,91
g-45-20-20-10-5--20-20-0--70--25--21,log,astar,7
g-45-20-20-10-5--20-20-0--70--25--22,log,astar,1587
g-45-20-20-10-5--20-20-0--70--25--23,log,astar,19
g-45-20-20-10-5--20-20-0--70--25--24,log,astar,22
g-45-20-20-10-5--20-20-0--70--25--25,log,astar,6
g-45-20-20-10-5--20-20-0--70--25--26,log,astar,14
g-45-20-20-10-5--20-20-0--70--25--27,log,astar,16
g-45-20-20-10-5--20-20-0--70--25--28,log,astar,93
g-45-20-20-10-5--20-20-0--70--25--29,log,astar,43
g-45-20-20-10-5--20-20-0--70--25--3,log,astar,2240
g-45-20-20-10-5--20-20-0--70--25--30,log,astar,353
g-45-20-20-10-5--20-20-0--70--25--4,log,astar,810
g-45-20-20-10-5--20-20-0--70--25--5,log,astar,1025
g-45-20-20-10-5--20-20-0--70--25--6,log,astar,60
g-45-20-20-10-5--20-20-0--70--25--7,log,astar,354
g-45-20-20-10-5--20-20-0--70--25--8,log,astar,27
g-45-20-20-10-5--20-20-0--70--25--9,log,astar,6
g-45-20-20-10-5--20-20-0--70--50--1,log,astar,20
g-45-20-20-10-5--20-20-0--70--50--10,log,astar,9
g-45-20-20-10-5--20-20-0--70--50--11,log,astar,1249
g-45-20-20-10-5--20-20-0--70--50--12,log,astar,481
g-45-20-20-10-5--20-20-0--70--50--13,log,astar,4737
g-45-20-20-10-5--20-20-0--70--50--14,log,astar,641
g-45-20-20-10-5--20-20-0--70--50--15,log,astar,15
g-45-20-20-10-5--20-20-0--70--50--16,log,astar,15
g-45-20-20-10-5--20-20-0--70--50--17,log,astar,224
g-45-20-20-10-5--20-20-0--70--50--18,log,astar,817
g-45-20-20-10-5--20-20-0--70--50--19,log,astar,327
g-45-20-20-10-5--20-20-0--70--50--2,log,astar,14
g-45-20-20-10-5--20-20-0--70--50--20,log,astar,480
g-45-20-20-10-5--20-20-0--70--50--21,log,astar,46006
g-45-20-20-10-5--20-20-0--70--50--22,log,astar,8562
g-45-20-20-10-5--20-20-0--70--50--23,log,astar,1419
g-45-20-20-10-5--20-20-0--70--50--24,log,astar,339
g-45-20-20-10-5--20-20-0--70--50--25,log,astar,2122
g-45-20-20-10-5--20-20-0--70--50--26,log,astar,75
g-45-20-20-10-5--20-20-0--70--50--27,log,astar,6797
g-45-20-20-10-5--20-20-0--70--50--28,log,astar,45
g-45-20-20-10-5--20-20-0--70--50--29,log,astar,9110
g-45-20-20-10-5--20-20-0--70--50--3,log,astar,4658
g-45-20-20-10-5--20-20-0--70--50--30,log,astar,60000
g-45-20-20-10-5--20-20-0--70--50--4,log,astar,14601
g-45-20-20-10-5--20-20-0--70--50--5,log,astar,1093
g-45-20-20-10-5--20-20-0--70--50--6,log,astar,176
g-45-20-20-10-5--20-20-0--70--50--7,log,astar,47864
g-45-20-20-10-5--20-20-0--70--50--8,log,astar,26
g-45-20-20-10-5--20-20-0--70--50--9,log,astar,448
g-45-20-20-10-5--20-20-0--70--75--1,log,astar,11313
g-45-20-20-10-5--20-20-0--70--75--10,log,astar,60000
g-45-20-20-10-5--20-20-0--70--75--11,log,astar,58500
g-45-20-20-10-5--20-20-0--70--75--12,log,astar,3637
g-45-20-20-10-5--20-20-0--70--75--13,log,astar,7666
g-45-20-20-10-5--20-20-0--70--75--14,log,astar,178
g-45-20-20-10-5--20-20-0--70--75--15,log,astar,54160
g-45-20-20-10-5--20-20-0--70--75--16,log,astar,21
g-45-20-20-10-5--20-20-0--70--75--17,log,astar,394
g-45-20-20-10-5--20-20-0--70--75--18,log,astar,1882
g-45-20-20-10-5--20-20-0--70--75--19,log,astar,5471
g-45-20-20-10-5--20-20-0--70--75--2,log,astar,273
g-45-20-20-10-5--20-20-0--70--75--20,log,astar,13
g-45-20-20-10-5--20-20-0--70--75--21,log,astar,11101
g-45-20-20-10-5--20-20-0--70--75--22,log,astar,57362
g-45-20-20-10-5--20-20-0--70--75--23,log,astar,13518
g-45-20-20-10-5--20-20-0--70--75--24,log,astar,60000
g-45-20-20-10-5--20-20-0--70--75--25,log,astar,9618
g-45-20-20-10-5--20-20-0--70--75--26,log,astar,60000
g-45-20-20-10-5--20-20-0--70--75--27,log,astar,18
g-45-20-20-10-5--20-20-0--70--75--28,log,astar,41
g-45-20-20-10-5--20-20-0--70--75--29,log,astar,60000
g-45-20-20-10-5--20-20-0--70--75--3,log,astar,895
g-45-20-20-10-5--20-20-0--70--75--30,log,astar,60000
g-45-20-20-10-5--20-20-0--70--75--4,log,astar,60000
