model,log,alg,time
g-25-40-20-10-5--20-20-20--10--50--6,log,double-smallest,704
g-25-40-20-10-5--20-20-20--10--50--7,log,double-smallest,415
g-25-40-20-10-5--20-20-20--10--50--8,log,double-smallest,4824
g-25-40-20-10-5--20-20-20--10--50--9,log,double-smallest,4734
g-25-40-20-10-5--20-20-20--10--75--1,log,double-smallest,1134
g-25-40-20-10-5--20-20-20--10--75--10,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--10--75--11,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--10--75--12,log,double-smallest,34177
g-25-40-20-10-5--20-20-20--10--75--13,log,double-smallest,19283
g-25-40-20-10-5--20-20-20--10--75--14,log,double-smallest,5741
g-25-40-20-10-5--20-20-20--10--75--15,log,double-smallest,5224
g-25-40-20-10-5--20-20-20--10--75--16,log,double-smallest,6345
g-25-40-20-10-5--20-20-20--10--75--17,log,double-smallest,701
g-25-40-20-10-5--20-20-20--10--75--18,log,double-smallest,412
g-25-40-20-10-5--20-20-20--10--75--19,log,double-smallest,23680
g-25-40-20-10-5--20-20-20--10--75--2,log,double-smallest,396
g-25-40-20-10-5--20-20-20--10--75--20,log,double-smallest,722
g-25-40-20-10-5--20-20-20--10--75--21,log,double-smallest,18217
g-25-40-20-10-5--20-20-20--10--75--22,log,double-smallest,1264
g-25-40-20-10-5--20-20-20--10--75--23,log,double-smallest,1515
g-25-40-20-10-5--20-20-20--10--75--24,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--10--75--25,log,double-smallest,9802
g-25-40-20-10-5--20-20-20--10--75--26,log,double-smallest,2165
g-25-40-20-10-5--20-20-20--10--75--27,log,double-smallest,2012
g-25-40-20-10-5--20-20-20--10--75--28,log,double-smallest,9372
g-25-40-20-10-5--20-20-20--10--75--29,log,double-smallest,753
g-25-40-20-10-5--20-20-20--10--75--3,log,double-smallest,11165
g-25-40-20-10-5--20-20-20--10--75--30,log,double-smallest,9186
g-25-40-20-10-5--20-20-20--10--75--4,log,double-smallest,15898
g-25-40-20-10-5--20-20-20--10--75--5,log,double-smallest,1474
g-25-40-20-10-5--20-20-20--10--75--6,log,double-smallest,2410
g-25-40-20-10-5--20-20-20--10--75--7,log,double-smallest,428
g-25-40-20-10-5--20-20-20--10--75--8,log,double-smallest,5336
g-25-40-20-10-5--20-20-20--10--75--9,log,double-smallest,2362
g-25-40-20-10-5--20-20-20--30--25--1,log,double-smallest,158
g-25-40-20-10-5--20-20-20--30--25--10,log,double-smallest,559
g-25-40-20-10-5--20-20-20--30--25--11,log,double-smallest,349
g-25-40-20-10-5--20-20-20--30--25--12,log,double-smallest,348
g-25-40-20-10-5--20-20-20--30--25--13,log,double-smallest,194
g-25-40-20-10-5--20-20-20--30--25--14,log,double-smallest,694
g-25-40-20-10-5--20-20-20--30--25--15,log,double-smallest,256
g-25-40-20-10-5--20-20-20--30--25--16,log,double-smallest,502
g-25-40-20-10-5--20-20-20--30--25--17,log,double-smallest,253
g-25-40-20-10-5--20-20-20--30--25--18,log,double-smallest,264
g-25-40-20-10-5--20-20-20--30--25--19,log,double-smallest,426
g-25-40-20-10-5--20-20-20--30--25--2,log,double-smallest,3988
g-25-40-20-10-5--20-20-20--30--25--20,log,double-smallest,473
g-25-40-20-10-5--20-20-20--30--25--21,log,double-smallest,472
g-25-40-20-10-5--20-20-20--30--25--22,log,double-smallest,226
g-25-40-20-10-5--20-20-20--30--25--23,log,double-smallest,306
g-25-40-20-10-5--20-20-20--30--25--24,log,double-smallest,269
g-25-40-20-10-5--20-20-20--30--25--25,log,double-smallest,199
g-25-40-20-10-5--20-20-20--30--25--26,log,double-smallest,537
g-25-40-20-10-5--20-20-20--30--25--27,log,double-smallest,294
g-25-40-20-10-5--20-20-20--30--25--28,log,double-smallest,373
g-25-40-20-10-5--20-20-20--30--25--29,log,double-smallest,268
g-25-40-20-10-5--20-20-20--30--25--3,log,double-smallest,628
g-25-40-20-10-5--20-20-20--30--25--30,log,double-smallest,538
g-25-40-20-10-5--20-20-20--30--25--4,log,double-smallest,493
g-25-40-20-10-5--20-20-20--30--25--5,log,double-smallest,538
g-25-40-20-10-5--20-20-20--30--25--6,log,double-smallest,469
g-25-40-20-10-5--20-20-20--30--25--7,log,double-smallest,228
g-25-40-20-10-5--20-20-20--30--25--8,log,double-smallest,633
g-25-40-20-10-5--20-20-20--30--25--9,log,double-smallest,1252
g-25-40-20-10-5--20-20-20--30--50--1,log,double-smallest,642
g-25-40-20-10-5--20-20-20--30--50--10,log,double-smallest,364
g-25-40-20-10-5--20-20-20--30--50--11,log,double-smallest,627
g-25-40-20-10-5--20-20-20--30--50--12,log,double-smallest,781
g-25-40-20-10-5--20-20-20--30--50--13,log,double-smallest,916
g-25-40-20-10-5--20-20-20--30--50--14,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--30--50--15,log,double-smallest,37531
g-25-40-20-10-5--20-20-20--30--50--16,log,double-smallest,17195
g-25-40-20-10-5--20-20-20--30--50--17,log,double-smallest,711
g-25-40-20-10-5--20-20-20--30--50--18,log,double-smallest,279
g-25-40-20-10-5--20-20-20--30--50--19,log,double-smallest,486
g-25-40-20-10-5--20-20-20--30--50--2,log,double-smallest,663
g-25-40-20-10-5--20-20-20--30--50--20,log,double-smallest,2098
g-25-40-20-10-5--20-20-20--30--50--21,log,double-smallest,1230
g-25-40-20-10-5--20-20-20--30--50--22,log,double-smallest,26603
g-25-40-20-10-5--20-20-20--30--50--23,log,double-smallest,1176
g-25-40-20-10-5--20-20-20--30--50--24,log,double-smallest,589
g-25-40-20-10-5--20-20-20--30--50--25,log,double-smallest,307
g-25-40-20-10-5--20-20-20--30--50--26,log,double-smallest,1100
g-25-40-20-10-5--20-20-20--30--50--27,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--30--50--28,log,double-smallest,1121
g-25-40-20-10-5--20-20-20--30--50--29,log,double-smallest,14180
g-25-40-20-10-5--20-20-20--30--50--3,log,double-smallest,507
g-25-40-20-10-5--20-20-20--30--50--30,log,double-smallest,291
g-25-40-20-10-5--20-20-20--30--50--4,log,double-smallest,429
g-25-40-20-10-5--20-20-20--30--50--5,log,double-smallest,679
g-25-40-20-10-5--20-20-20--30--50--6,log,double-smallest,4805
g-25-40-20-10-5--20-20-20--30--50--7,log,double-smallest,318
g-25-40-20-10-5--20-20-20--30--50--8,log,double-smallest,899
g-25-40-20-10-5--20-20-20--30--50--9,log,double-smallest,17417
g-25-40-20-10-5--20-20-20--30--75--1,log,double-smallest,3445
g-25-40-20-10-5--20-20-20--30--75--10,log,double-smallest,27171
g-25-40-20-10-5--20-20-20--30--75--11,log,double-smallest,44307
g-25-40-20-10-5--20-20-20--30--75--12,log,double-smallest,1281
g-25-40-20-10-5--20-20-20--30--75--13,log,double-smallest,3923
g-25-40-20-10-5--20-20-20--30--75--14,log,double-smallest,701
g-25-40-20-10-5--20-20-20--30--75--15,log,double-smallest,10714
g-25-40-20-10-5--20-20-20--30--75--16,log,double-smallest,4538
g-25-40-20-10-5--20-20-20--30--75--17,log,double-smallest,946
g-25-40-20-10-5--20-20-20--30--75--18,log,double-smallest,6512
g-25-40-20-10-5--20-20-20--30--75--19,log,double-smallest,18998
g-25-40-20-10-5--20-20-20--30--75--2,log,double-smallest,1496
g-25-40-20-10-5--20-20-20--30--75--20,log,double-smallest,1731
g-25-40-20-10-5--20-20-20--30--75--21,log,double-smallest,1717
g-25-40-20-10-5--20-20-20--30--75--22,log,double-smallest,19051
g-25-40-20-10-5--20-20-20--30--75--23,log,double-smallest,3544
g-25-40-20-10-5--20-20-20--30--75--24,log,double-smallest,13466
g-25-40-20-10-5--20-20-20--30--75--25,log,double-smallest,12998
g-25-40-20-10-5--20-20-20--30--75--26,log,double-smallest,1070
g-25-40-20-10-5--20-20-20--30--75--27,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--30--75--28,log,double-smallest,4502
g-25-40-20-10-5--20-20-20--30--75--29,log,double-smallest,2660
g-25-40-20-10-5--20-20-20--30--75--3,log,double-smallest,1710
g-25-40-20-10-5--20-20-20--30--75--30,log,double-smallest,2682
g-25-40-20-10-5--20-20-20--30--75--4,log,double-smallest,742
g-25-40-20-10-5--20-20-20--30--75--5,log,double-smallest,11971
g-25-40-20-10-5--20-20-20--30--75--6,log,double-smallest,14832
g-25-40-20-10-5--20-20-20--30--75--7,log,double-smallest,742
g-25-40-20-10-5--20-20-20--30--75--8,log,double-smallest,10074
g-25-40-20-10-5--20-20-20--30--75--9,log,double-smallest,2385
g-25-40-20-10-5--20-20-20--50--25--1,log,double-smallest,3678
g-25-40-20-10-5--20-20-20--50--25--10,log,double-smallest,307
g-25-40-20-10-5--20-20-20--50--25--11,log,double-smallest,496
g-25-40-20-10-5--20-20-20--50--25--12,log,double-smallest,1374
g-25-40-20-10-5--20-20-20--50--25--13,log,double-smallest,1002
g-25-40-20-10-5--20-20-20--50--25--14,log,double-smallest,495
g-25-40-20-10-5--20-20-20--50--25--15,log,double-smallest,272
g-25-40-20-10-5--20-20-20--50--25--16,log,double-smallest,365
g-25-40-20-10-5--20-20-20--50--25--17,log,double-smallest,259
g-25-40-20-10-5--20-20-20--50--25--18,log,double-smallest,217
g-25-40-20-10-5--20-20-20--50--25--19,log,double-smallest,1718
g-25-40-20-10-5--20-20-20--50--25--2,log,double-smallest,864
g-25-40-20-10-5--20-20-20--50--25--20,log,double-smallest,1126
g-25-40-20-10-5--20-20-20--50--25--21,log,double-smallest,221
g-25-40-20-10-5--20-20-20--50--25--22,log,double-smallest,333
g-25-40-20-10-5--20-20-20--50--25--23,log,double-smallest,554
g-25-40-20-10-5--20-20-20--50--25--24,log,double-smallest,251
g-25-40-20-10-5--20-20-20--50--25--25,log,double-smallest,690
g-25-40-20-10-5--20-20-20--50--25--26,log,double-smallest,723
g-25-40-20-10-5--20-20-20--50--25--27,log,double-smallest,634
g-25-40-20-10-5--20-20-20--50--25--28,log,double-smallest,583
g-25-40-20-10-5--20-20-20--50--25--29,log,double-smallest,276
g-25-40-20-10-5--20-20-20--50--25--3,log,double-smallest,601
g-25-40-20-10-5--20-20-20--50--25--30,log,double-smallest,610
g-25-40-20-10-5--20-20-20--50--25--4,log,double-smallest,1047
g-25-40-20-10-5--20-20-20--50--25--5,log,double-smallest,651
g-25-40-20-10-5--20-20-20--50--25--6,log,double-smallest,181
g-25-40-20-10-5--20-20-20--50--25--7,log,double-smallest,479
g-25-40-20-10-5--20-20-20--50--25--8,log,double-smallest,501
g-25-40-20-10-5--20-20-20--50--25--9,log,double-smallest,3162
g-25-40-20-10-5--20-20-20--50--50--1,log,double-smallest,312
g-25-40-20-10-5--20-20-20--50--50--10,log,double-smallest,1548
g-25-40-20-10-5--20-20-20--50--50--11,log,double-smallest,1502
g-25-40-20-10-5--20-20-20--50--50--12,log,double-smallest,1138
g-25-40-20-10-5--20-20-20--50--50--13,log,double-smallest,488
g-25-40-20-10-5--20-20-20--50--50--14,log,double-smallest,4767
g-25-40-20-10-5--20-20-20--50--50--15,log,double-smallest,517
g-25-40-20-10-5--20-20-20--50--50--16,log,double-smallest,1704
g-25-40-20-10-5--20-20-20--50--50--17,log,double-smallest,1773
g-25-40-20-10-5--20-20-20--50--50--18,log,double-smallest,3081
g-25-40-20-10-5--20-20-20--50--50--19,log,double-smallest,1511
g-25-40-20-10-5--20-20-20--50--50--2,log,double-smallest,313
g-25-40-20-10-5--20-20-20--50--50--20,log,double-smallest,3717
g-25-40-20-10-5--20-20-20--50--50--21,log,double-smallest,15828
g-25-40-20-10-5--20-20-20--50--50--22,log,double-smallest,1068
g-25-40-20-10-5--20-20-20--50--50--23,log,double-smallest,418
g-25-40-20-10-5--20-20-20--50--50--24,log,double-smallest,2671
g-25-40-20-10-5--20-20-20--50--50--25,log,double-smallest,2299
g-25-40-20-10-5--20-20-20--50--50--26,log,double-smallest,374
g-25-40-20-10-5--20-20-20--50--50--27,log,double-smallest,4560
g-25-40-20-10-5--20-20-20--50--50--28,log,double-smallest,409
g-25-40-20-10-5--20-20-20--50--50--29,log,double-smallest,3612
g-25-40-20-10-5--20-20-20--50--50--3,log,double-smallest,778
g-25-40-20-10-5--20-20-20--50--50--30,log,double-smallest,384
g-25-40-20-10-5--20-20-20--50--50--4,log,double-smallest,735
g-25-40-20-10-5--20-20-20--50--50--5,log,double-smallest,496
g-25-40-20-10-5--20-20-20--50--50--6,log,double-smallest,1015
g-25-40-20-10-5--20-20-20--50--50--7,log,double-smallest,233
g-25-40-20-10-5--20-20-20--50--50--8,log,double-smallest,2658
g-25-40-20-10-5--20-20-20--50--50--9,log,double-smallest,700
g-25-40-20-10-5--20-20-20--50--75--1,log,double-smallest,11608
g-25-40-20-10-5--20-20-20--50--75--10,log,double-smallest,9906
g-25-40-20-10-5--20-20-20--50--75--11,log,double-smallest,1411
g-25-40-20-10-5--20-20-20--50--75--12,log,double-smallest,526
g-25-40-20-10-5--20-20-20--50--75--13,log,double-smallest,848
g-25-40-20-10-5--20-20-20--50--75--14,log,double-smallest,788
g-25-40-20-10-5--20-20-20--50--75--15,log,double-smallest,719
g-25-40-20-10-5--20-20-20--50--75--16,log,double-smallest,1200
g-25-40-20-10-5--20-20-20--50--75--17,log,double-smallest,6820
g-25-40-20-10-5--20-20-20--50--75--18,log,double-smallest,1310
g-25-40-20-10-5--20-20-20--50--75--19,log,double-smallest,1977
g-25-40-20-10-5--20-20-20--50--75--2,log,double-smallest,26858
g-25-40-20-10-5--20-20-20--50--75--20,log,double-smallest,16551
g-25-40-20-10-5--20-20-20--50--75--21,log,double-smallest,592
g-25-40-20-10-5--20-20-20--50--75--22,log,double-smallest,1477
g-25-40-20-10-5--20-20-20--50--75--23,log,double-smallest,2360
g-25-40-20-10-5--20-20-20--50--75--24,log,double-smallest,1043
g-25-40-20-10-5--20-20-20--50--75--25,log,double-smallest,36896
g-25-40-20-10-5--20-20-20--50--75--26,log,double-smallest,974
g-25-40-20-10-5--20-20-20--50--75--27,log,double-smallest,516
g-25-40-20-10-5--20-20-20--50--75--28,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--50--75--29,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--50--75--3,log,double-smallest,772
g-25-40-20-10-5--20-20-20--50--75--30,log,double-smallest,2137
g-25-40-20-10-5--20-20-20--50--75--4,log,double-smallest,8157
g-25-40-20-10-5--20-20-20--50--75--5,log,double-smallest,923
g-25-40-20-10-5--20-20-20--50--75--6,log,double-smallest,4480
g-25-40-20-10-5--20-20-20--50--75--7,log,double-smallest,47348
g-25-40-20-10-5--20-20-20--50--75--8,log,double-smallest,2425
g-25-40-20-10-5--20-20-20--50--75--9,log,double-smallest,582
g-25-40-20-10-5--20-20-20--70--25--1,log,double-smallest,480
g-25-40-20-10-5--20-20-20--70--25--10,log,double-smallest,895
g-25-40-20-10-5--20-20-20--70--25--11,log,double-smallest,440
g-25-40-20-10-5--20-20-20--70--25--12,log,double-smallest,350
g-25-40-20-10-5--20-20-20--70--25--13,log,double-smallest,272
g-25-40-20-10-5--20-20-20--70--25--14,log,double-smallest,2796
g-25-40-20-10-5--20-20-20--70--25--15,log,double-smallest,341
g-25-40-20-10-5--20-20-20--70--25--16,log,double-smallest,535
g-25-40-20-10-5--20-20-20--70--25--17,log,double-smallest,344
g-25-40-20-10-5--20-20-20--70--25--18,log,double-smallest,744
g-25-40-20-10-5--20-20-20--70--25--19,log,double-smallest,564
g-25-40-20-10-5--20-20-20--70--25--2,log,double-smallest,352
g-25-40-20-10-5--20-20-20--70--25--20,log,double-smallest,311
g-25-40-20-10-5--20-20-20--70--25--21,log,double-smallest,9807
g-25-40-20-10-5--20-20-20--70--25--22,log,double-smallest,272
g-25-40-20-10-5--20-20-20--70--25--23,log,double-smallest,321
g-25-40-20-10-5--20-20-20--70--25--24,log,double-smallest,251
g-25-40-20-10-5--20-20-20--70--25--25,log,double-smallest,276
g-25-40-20-10-5--20-20-20--70--25--26,log,double-smallest,272
g-25-40-20-10-5--20-20-20--70--25--27,log,double-smallest,352
g-25-40-20-10-5--20-20-20--70--25--28,log,double-smallest,156
g-25-40-20-10-5--20-20-20--70--25--29,log,double-smallest,1007
g-25-40-20-10-5--20-20-20--70--25--3,log,double-smallest,944
g-25-40-20-10-5--20-20-20--70--25--30,log,double-smallest,309
g-25-40-20-10-5--20-20-20--70--25--4,log,double-smallest,27594
g-25-40-20-10-5--20-20-20--70--25--5,log,double-smallest,307
g-25-40-20-10-5--20-20-20--70--25--6,log,double-smallest,576
g-25-40-20-10-5--20-20-20--70--25--7,log,double-smallest,7984
g-25-40-20-10-5--20-20-20--70--25--8,log,double-smallest,14880
g-25-40-20-10-5--20-20-20--70--25--9,log,double-smallest,10155
g-25-40-20-10-5--20-20-20--70--50--1,log,double-smallest,1192
g-25-40-20-10-5--20-20-20--70--50--10,log,double-smallest,1626
g-25-40-20-10-5--20-20-20--70--50--11,log,double-smallest,3023
g-25-40-20-10-5--20-20-20--70--50--12,log,double-smallest,405
g-25-40-20-10-5--20-20-20--70--50--13,log,double-smallest,3524
g-25-40-20-10-5--20-20-20--70--50--14,log,double-smallest,2083
g-25-40-20-10-5--20-20-20--70--50--15,log,double-smallest,1423
g-25-40-20-10-5--20-20-20--70--50--16,log,double-smallest,7928
g-25-40-20-10-5--20-20-20--70--50--17,log,double-smallest,233
g-25-40-20-10-5--20-20-20--70--50--18,log,double-smallest,5212
g-25-40-20-10-5--20-20-20--70--50--19,log,double-smallest,4601
g-25-40-20-10-5--20-20-20--70--50--2,log,double-smallest,853
g-25-40-20-10-5--20-20-20--70--50--20,log,double-smallest,1745
g-25-40-20-10-5--20-20-20--70--50--21,log,double-smallest,826
g-25-40-20-10-5--20-20-20--70--50--22,log,double-smallest,512
g-25-40-20-10-5--20-20-20--70--50--23,log,double-smallest,2185
g-25-40-20-10-5--20-20-20--70--50--24,log,double-smallest,5709
g-25-40-20-10-5--20-20-20--70--50--25,log,double-smallest,268
g-25-40-20-10-5--20-20-20--70--50--26,log,double-smallest,474
g-25-40-20-10-5--20-20-20--70--50--27,log,double-smallest,510
g-25-40-20-10-5--20-20-20--70--50--28,log,double-smallest,1431
g-25-40-20-10-5--20-20-20--70--50--29,log,double-smallest,333
g-25-40-20-10-5--20-20-20--70--50--3,log,double-smallest,1435
g-25-40-20-10-5--20-20-20--70--50--30,log,double-smallest,1425
g-25-40-20-10-5--20-20-20--70--50--4,log,double-smallest,403
g-25-40-20-10-5--20-20-20--70--50--5,log,double-smallest,2133
g-25-40-20-10-5--20-20-20--70--50--6,log,double-smallest,517
g-25-40-20-10-5--20-20-20--70--50--7,log,double-smallest,1365
g-25-40-20-10-5--20-20-20--70--50--8,log,double-smallest,38236
g-25-40-20-10-5--20-20-20--70--50--9,log,double-smallest,573
g-25-40-20-10-5--20-20-20--70--75--1,log,double-smallest,2178
g-25-40-20-10-5--20-20-20--70--75--10,log,double-smallest,1501
g-25-40-20-10-5--20-20-20--70--75--11,log,double-smallest,2772
g-25-40-20-10-5--20-20-20--70--75--12,log,double-smallest,664
g-25-40-20-10-5--20-20-20--70--75--13,log,double-smallest,34812
g-25-40-20-10-5--20-20-20--70--75--14,log,double-smallest,30255
g-25-40-20-10-5--20-20-20--70--75--15,log,double-smallest,420
g-25-40-20-10-5--20-20-20--70--75--16,log,double-smallest,3506
g-25-40-20-10-5--20-20-20--70--75--17,log,double-smallest,14007
g-25-40-20-10-5--20-20-20--70--75--18,log,double-smallest,5400
g-25-40-20-10-5--20-20-20--70--75--19,log,double-smallest,3690
g-25-40-20-10-5--20-20-20--70--75--2,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--70--75--20,log,double-smallest,511
g-25-40-20-10-5--20-20-20--70--75--21,log,double-smallest,454
g-25-40-20-10-5--20-20-20--70--75--22,log,double-smallest,504
g-25-40-20-10-5--20-20-20--70--75--23,log,double-smallest,854
g-25-40-20-10-5--20-20-20--70--75--24,log,double-smallest,3366
g-25-40-20-10-5--20-20-20--70--75--25,log,double-smallest,938
g-25-40-20-10-5--20-20-20--70--75--26,log,double-smallest,224
g-25-40-20-10-5--20-20-20--70--75--27,log,double-smallest,398
g-25-40-20-10-5--20-20-20--70--75--28,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--70--75--29,log,double-smallest,805
g-25-40-20-10-5--20-20-20--70--75--3,log,double-smallest,658
g-25-40-20-10-5--20-20-20--70--75--30,log,double-smallest,60000
g-25-40-20-10-5--20-20-20--70--75--4,log,double-smallest,614
g-25-40-20-10-5--20-20-20--70--75--5,log,double-smallest,1675
g-25-40-20-10-5--20-20-20--70--75--6,log,double-smallest,832
g-25-40-20-10-5--20-20-20--70--75--7,log,double-smallest,936
g-25-40-20-10-5--20-20-20--70--75--8,log,double-smallest,2363
g-25-40-20-10-5--20-20-20--70--75--9,log,double-smallest,4916
g-45-20-20-10-5--0-20-20--10--25--1,log,double-smallest,1042
g-45-20-20-10-5--0-20-20--10--25--10,log,double-smallest,493
g-45-20-20-10-5--0-20-20--10--25--11,log,double-smallest,1505
g-45-20-20-10-5--0-20-20--10--25--12,log,double-smallest,513
g-45-20-20-10-5--0-20-20--10--25--13,log,double-smallest,396
g-45-20-20-10-5--0-20-20--10--25--14,log,double-smallest,342
g-45-20-20-10-5--0-20-20--10--25--15,log,double-smallest,1242
g-45-20-20-10-5--0-20-20--10--25--16,log,double-smallest,958
g-45-20-20-10-5--0-20-20--10--25--17,log,double-smallest,367
g-45-20-20-10-5--0-20-20--10--25--18,log,double-smallest,585
g-45-20-20-10-5--0-20-20--10--25--19,log,double-smallest,559
g-45-20-20-10-5--0-20-20--10--25--2,log,double-smallest,520
g-45-20-20-10-5--0-20-20--10--25--20,log,double-smallest,371
g-45-20-20-10-5--0-20-20--10--25--21,log,double-smallest,388
g-45-20-20-10-5--0-20-20--10--25--22,log,double-smallest,399
g-45-20-20-10-5--0-20-20--10--25--23,log,double-smallest,661
g-45-20-20-10-5--0-20-20--10--25--24,log,double-smallest,425
g-45-20-20-10-5--0-20-20--10--25--25,log,double-smallest,404
g-45-20-20-10-5--0-20-20--10--25--26,log,double-smallest,709
g-45-20-20-10-5--0-20-20--10--25--27,log,double-smallest,274
g-45-20-20-10-5--0-20-20--10--25--28,log,double-smallest,319
g-45-20-20-10-5--0-20-20--10--25--29,log,double-smallest,359
g-45-20-20-10-5--0-20-20--10--25--3,log,double-smallest,104
g-45-20-20-10-5--0-20-20--10--25--30,log,double-smallest,319
g-45-20-20-10-5--0-20-20--10--25--4,log,double-smallest,2000
g-45-20-20-10-5--0-20-20--10--25--5,log,double-smallest,503
g-45-20-20-10-5--0-20-20--10--25--6,log,double-smallest,377
g-45-20-20-10-5--0-20-20--10--25--7,log,double-smallest,533
g-45-20-20-10-5--0-20-20--10--25--8,log,double-smallest,160
g-45-20-20-10-5--0-20-20--10--25--9,log,double-smallest,282
g-45-20-20-10-5--0-20-20--10--50--1,log,double-smallest,313
g-45-20-20-10-5--0-20-20--10--50--10,log,double-smallest,518
g-45-20-20-10-5--0-20-20--10--50--11,log,double-smallest,7946
g-45-20-20-10-5--0-20-20--10--50--12,log,double-smallest,916
g-45-20-20-10-5--0-20-20--10--50--13,log,double-smallest,590
g-45-20-20-10-5--0-20-20--10--50--14,log,double-smallest,1281
g-45-20-20-10-5--0-20-20--10--50--15,log,double-smallest,12376
g-45-20-20-10-5--0-20-20--10--50--16,log,double-smallest,629
g-45-20-20-10-5--0-20-20--10--50--17,log,double-smallest,879
g-45-20-20-10-5--0-20-20--10--50--18,log,double-smallest,575
g-45-20-20-10-5--0-20-20--10--50--19,log,double-smallest,1020
g-45-20-20-10-5--0-20-20--10--50--2,log,double-smallest,868
g-45-20-20-10-5--0-20-20--10--50--20,log,double-smallest,655
g-45-20-20-10-5--0-20-20--10--50--21,log,double-smallest,14353
g-45-20-20-10-5--0-20-20--10--50--22,log,double-smallest,1577
g-45-20-20-10-5--0-20-20--10--50--23,log,double-smallest,1152
g-45-20-20-10-5--0-20-20--10--50--24,log,double-smallest,60000
g-45-20-20-10-5--0-20-20--10--50--25,log,double-smallest,8393
g-45-20-20-10-5--0-20-20--10--50--26,log,double-smallest,1049
g-45-20-20-10-5--0-20-20--10--50--27,log,double-smallest,773
g-45-20-20-10-5--0-20-20--10--50--28,log,double-smallest,3232
g-45-20-20-10-5--0-20-20--10--50--29,log,double-smallest,38839
g-45-20-20-10-5--0-20-20--10--50--3,log,double-smallest,889
g-45-20-20-10-5--0-20-20--10--50--30,log,double-smallest,935
g-45-20-20-10-5--0-20-20--10--50--4,log,double-smallest,665
g-45-20-20-10-5--0-20-20--10--50--5,log,double-smallest,3204
g-45-20-20-10-5--0-20-20--10--50--6,log,double-smallest,5340
g-45-20-20-10-5--0-20-20--10--50--7,log,double-smallest,358
g-45-20-20-10-5--0-20-20--10--50--8,log,double-smallest,3372
g-45-20-20-10-5--0-20-20--10--50--9,log,double-smallest,1144
g-45-20-20-10-5--0-20-20--10--75--1,log,double-smallest,60000
g-45-20-20-10-5--0-20-20--10--75--10,log,double-smallest,7624
g-45-20-20-10-5--0-20-20--10--75--11,log,double-smallest,10008
g-45-20-20-10-5--0-20-20--10--75--12,log,double-smallest,6979
g-45-20-20-10-5--0-20-20--10--75--13,log,double-smallest,2464
g-45-20-20-10-5--0-20-20--10--75--14,log,double-smallest,60000
g-45-20-20-10-5--0-20-20--10--75--15,log,double-smallest,777
g-45-20-20-10-5--0-20-20--10--75--16,log,double-smallest,8071
g-45-20-20-10-5--0-20-20--10--75--17,log,double-smallest,7259
g-45-20-20-10-5--0-20-20--10--75--18,log,double-smallest,1921
g-45-20-20-10-5--0-20-20--10--75--19,log,double-smallest,3000
g-45-20-20-10-5--0-20-20--10--75--2,log,double-smallest,35657
g-45-20-20-10-5--0-20-20--10--75--20,log,double-smallest,4553
g-45-20-20-10-5--0-20-20--10--75--21,log,double-smallest,4311
g-45-20-20-10-5--0-20-20--10--75--22,log,double-smallest,601
g-45-20-20-10-5--0-20-20--10--75--23,log,double-smallest,4608
g-45-20-20-10-5--0-20-20--10--75--24,log,double-smallest,882
g-45-20-20-10-5--0-20-20--10--75--25,log,double-smallest,48385
g-45-20-20-10-5--0-20-20--10--75--26,log,double-smallest,1059
g-45-20-20-10-5--0-20-20--10--75--27,log,double-smallest,743
g-45-20-20-10-5--0-20-20--10--75--28,log,double-smallest,2178
g-45-20-20-10-5--0-20-20--10--75--29,log,double-smallest,2943
g-45-20-20-10-5--0-20-20--10--75--3,log,double-smallest,53425
g-45-20-20-10-5--0-20-20--10--75--30,log,double-smallest,13459
g-45-20-20-10-5--0-20-20--10--75--4,log,double-smallest,60000
g-45-20-20-10-5--0-20-20--10--75--5,log,double-smallest,1943
g-45-20-20-10-5--0-20-20--10--75--6,log,double-smallest,1740
g-45-20-20-10-5--0-20-20--10--75--7,log,double-smallest,1688
g-45-20-20-10-5--0-20-20--10--75--8,log,double-smallest,33922
g-45-20-20-10-5--0-20-20--10--75--9,log,double-smallest,20064
g-45-20-20-10-5--0-20-20--30--25--1,log,double-smallest,280
g-45-20-20-10-5--0-20-20--30--25--10,log,double-smallest,420
g-45-20-20-10-5--0-20-20--30--25--11,log,double-smallest,826
g-45-20-20-10-5--0-20-20--30--25--12,log,double-smallest,495
g-45-20-20-10-5--0-20-20--30--25--13,log,double-smallest,294
g-45-20-20-10-5--0-20-20--30--25--14,log,double-smallest,199
g-45-20-20-10-5--0-20-20--30--25--15,log,double-smallest,945
g-45-20-20-10-5--0-20-20--30--25--16,log,double-smallest,669
g-45-20-20-10-5--0-20-20--30--25--17,log,double-smallest,664
g-45-20-20-10-5--0-20-20--30--25--18,log,double-smallest,241
g-45-20-20-10-5--0-20-20--30--25--19,log,double-smallest,1567
